year,through_month,role,name,inside_personal,npw,npe,loss_ratio,expense_ratio,combined_ratio
2013,3,companywide,Total,,4449.4,4179.3,,,
2013,4,agency,Agency,,3100.0,2932.0,,,
2013,4,direct,Direct,,2473.3,2289.0,,,
2013,4,personal_total,Total,,5573.3,5221.0,,,
2013,4,commercial,Business,,658.1,598.1,,,
2013,4,other,Businesses,,0.0,0.1,,,
2013,4,companywide,Total,,6231.4,5819.2,,,
2013,5,agency,Agency,,3754.2,3594.4,,,
2013,5,direct,Direct,,2962.2,2806.9,,,
2013,5,personal_total,Total,,6716.4,6401.3,,,
2013,5,commercial,Business,,796.6,733.7,,,
2013,5,other,Businesses,,0.0,0.1,,,
2013,5,companywide,Total,,7513.0,7135.1,,,
2013,6,agency,Agency,,4425.9,4258.7,,,
2013,6,direct,Direct,,3467.4,3327.0,,,
2013,6,personal_total,Total,,7893.3,7585.7,,,
2013,6,commercial,Business,,943.2,870.5,,,
2013,6,other,Businesses,,0.0,0.1,,,
2013,6,companywide,Total,,8836.5,8456.3,,,
2013,7,agency,Agency,,5290.0,5090.0,,,
2013,7,direct,Direct,,4162.1,3977.9,,,
2013,7,personal_total,Total,,9452.1,9067.9,,,
2013,7,commercial,Business,,1116.6,1042.3,,,
2013,7,other,Businesses,,0.0,0.2,,,
2013,7,companywide,Total,,10568.7,10110.4,,,
2013,8,agency,Agency,,5979.4,5754.4,,,
2013,8,direct,Direct,,4709.1,4497.6,,,
2013,8,personal_total,Total,,10688.5,10252.0,,,
2013,8,commercial,Business,,1248.3,1179.4,,,
2013,8,other,Businesses,,0.0,0.2,,,
2013,8,companywide,Total,,11936.8,11431.6,,,
2013,9,agency,Agency,,6653.2,6421.4,,,
2013,9,direct,Direct,,5257.1,5020.4,,,
2013,9,personal_total,Total,,11910.3,11441.8,,,
2013,9,commercial,Business,,1380.8,1317.3,,,
2013,9,other,Businesses,,0.0,0.2,,,
2013,9,companywide,Total,,13291.1,12759.3,,,
2013,10,agency,Agency,,7490.6,7258.0,,,
2013,10,direct,Direct,,5910.7,5678.7,,,
2013,10,personal_total,Total,,13401.3,12936.7,,,
2013,10,commercial,Business,,1549.6,1489.0,,,
2013,10,other,Businesses,,0.0,0.2,,,
2013,10,companywide,Total,,14950.9,14425.9,,,
2013,11,agency,Agency,,8095.2,7929.2,,,
2013,11,direct,Direct,,6387.3,6208.4,,,
2013,11,personal_total,Total,,14482.5,14137.6,,,
2013,11,commercial,Business,,1663.2,1625.8,,,
2013,11,other,Businesses,,0.0,0.2,,,
2013,11,companywide,Total,,16145.7,15763.6,,,
2013,12,agency,Agency,,8702.6,8601.5,,,
2013,12,direct,Direct,,6866.6,6740.1,,,
2013,12,personal_total,Total,,15569.2,15341.6,,,
2013,12,commercial,Business,,1770.5,1761.6,,,
2013,12,other,Businesses,,0.0,0.2,,,
2013,12,companywide,Total,,17339.7,17103.4,,,
2014,2,agency,Agency,,1529.2,1516.3,,,
2014,2,direct,Direct,,1285.1,1209.4,,,
2014,2,personal_total,Total,,2814.3,2725.7,,,
2014,2,commercial,Business,,302.8,301.7,,,
2014,2,other,Businesses,,0.0,0.0,,,
2014,2,companywide,Total,,3117.1,3027.4,,,
2014,3,agency,Agency,,2292.6,2203.2,,,
2014,3,direct,Direct,,1926.6,1762.2,,,
2014,3,personal_total,Total,,4219.2,3965.4,,,
2014,3,commercial,Business,,461.8,436.9,,,
2014,3,other,Businesses,,0.0,0.0,,,
2014,3,companywide,Total,,4681.0,4402.3,,,
2014,4,agency,Agency,,3219.7,3065.7,,,
2014,4,direct,Direct,,2670.6,2461.0,,,
2014,4,personal_total,Total,,5890.3,5526.7,,,
2014,4,commercial,Business,,667.9,607.2,,,
2014,4,other,Businesses,,0.0,0.0,,,
2014,4,companywide,Total,,6558.2,6133.9,,,
2014,5,agency,Agency,,3903.7,3754.7,,,
2014,5,direct,Direct,,3210.8,3021.6,,,
2014,5,personal_total,Total,,7114.5,6776.3,,,
2014,5,commercial,Business,,815.7,745.2,,,
2014,5,other,Businesses,,0.0,0.0,,,
2014,5,companywide,Total,,7930.2,7521.5,,,
2014,6,agency,Agency,,4583.6,4445.5,,,
2014,6,direct,Direct,,3755.5,3586.2,,,
2014,6,personal_total,Total,,8339.1,8031.7,,,
2014,6,commercial,Business,,969.6,884.1,,,
2014,6,other,Businesses,,0.0,0.0,,,
2014,6,companywide,Total,,9308.7,8915.8,,,
2014,7,agency,Agency,,5460.6,5306.7,,,
2014,7,direct,Direct,,4509.8,4294.0,,,
2014,7,personal_total,Total,,9970.4,9600.7,,,
2014,7,commercial,Business,,1148.0,1058.6,,,
2014,7,other,Businesses,,0.0,0.0,,,
2014,7,companywide,Total,,11118.4,10659.3,,,
2014,8,agency,Agency,,6189.2,5993.7,,,
2014,8,direct,Direct,,5139.2,4862.1,,,
2014,8,personal_total,Total,,11328.4,10855.8,,,
2014,8,commercial,Business,,1289.4,1198.8,,,
2014,8,other,Businesses,,0.0,0.0,,,
2014,8,companywide,Total,,12617.8,12054.6,,,
2014,9,agency,Agency,,6868.1,6680.7,,,
2014,9,direct,Direct,,5739.9,5435.1,,,
2014,9,personal_total,Total,,12608.0,12115.8,,,
2014,9,commercial,Business,,1433.0,1340.1,,,
2014,9,other,Businesses,,0.0,0.0,,,
2014,9,companywide,Total,,14041.0,13455.9,,,
2014,10,agency,Agency,,7715.4,7539.9,,,
2014,10,direct,Direct,,6455.5,6157.6,,,
2014,10,personal_total,Total,,14170.9,13697.5,,,
2014,10,commercial,Business,,1615.9,1517.0,,,
2014,10,other,Businesses,,0.0,0.0,,,
2014,10,companywide,Total,,15786.8,15214.5,,,
2014,11,agency,Agency,,8346.4,8228.3,,,
2014,11,direct,Direct,,6993.3,6740.9,,,
2014,11,personal_total,Total,,15339.7,14969.2,,,
2014,11,commercial,Business,,1746.0,1659.4,,,
2014,11,other,Businesses,,0.0,0.0,,,
2014,11,companywide,Total,,17085.7,16628.6,,,
2014,12,agency,Agency,,9102.8,9087.0,,,
2014,12,direct,Direct,,7656.4,7474.0,,,
2014,12,personal_total,Total,,16759.2,16561.0,,,
2014,12,commercial,Business,,1895.4,1837.5,,,
2014,12,other,Businesses,,0.0,0.0,,,
2014,12,companywide,Total,,18654.6,18398.5,,,
2015,2,agency,Agency,,1609.9,1547.4,,,
2015,2,direct,Direct,,1499.9,1340.3,,,
2015,2,personal_total,Total,,3109.8,2887.7,,,
2015,2,commercial,Business,,350.7,321.2,,,
2015,2,other,Businesses,,0.0,0.0,,,
2015,2,companywide,Total,,3460.5,3208.9,,,
2015,3,agency,Agency,,2356.1,2244.5,,,
2015,3,direct,Direct,,2179.6,1955.4,,,
2015,3,personal_total,Total,,4535.7,4199.9,,,
2015,3,commercial,Business,,531.1,466.4,,,
2015,3,other,Businesses,,0.0,0.0,,,
2015,3,companywide,Total,,5066.8,4666.3,,,
2015,4,agency,Agency,,3294.2,3119.0,,19.3,90.4
2015,4,direct,Direct,,2983.2,2731.9,,20.6,94.7
2015,4,personal_total,Total,,6277.4,5850.9,,19.9,92.4
2015,4,commercial,Business,,765.8,651.8,,22.0,82.1
2015,4,property,Business,,86.7,63.9,,34.72,108.42
2015,4,companywide,Total,,7129.5,6566.2,,20.3,91.6
2015,5,agency,Agency,,3995.0,3819.0,72.0,19.4,91.4
2015,5,direct,Direct,,3600.6,3357.4,74.3,20.4,94.7
2015,5,personal_total,Total,,7595.6,7176.4,73.1,19.9,93.0
2015,5,commercial,Business,,932.6,802.5,60.3,22.0,82.3
2015,5,property,Business,,183.1,131.1,68.8,34.52,103.32
2015,5,companywide,Total,,8710.9,8109.6,71.8,20.3,92.1
2015,6,agency,Agency,,4701.8,4520.9,72.5,19.4,91.9
2015,6,direct,Direct,,4229.0,3987.2,75.0,20.3,95.3
2015,6,personal_total,Total,,8930.8,8508.1,73.7,19.8,93.5
2015,6,commercial,Business,,1109.8,955.7,61.2,21.9,83.1
2015,6,property,Business,,272.7,198.7,67.8,31.7,99.52
2015,6,companywide,Total,,10312.9,9662.1,72.3,20.3,92.6
2015,7,agency,Agency,,5599.3,5397.9,72.5,19.5,92.0
2015,7,direct,Direct,,5060.8,4776.9,74.9,20.3,95.2
2015,7,personal_total,Total,,10660.1,10174.8,73.7,19.8,93.5
2015,7,commercial,Business,,1317.2,1149.5,61.6,21.7,83.3
2015,7,property,Business,,347.5,267.1,69.6,31.92,101.52
2015,7,companywide,Total,,12324.4,11591.0,72.4,20.3,92.7
2015,8,agency,Agency,,6328.4,6100.2,72.5,19.5,92.0
2015,8,direct,Direct,,5760.1,5413.7,74.7,20.4,95.1
2015,8,personal_total,Total,,12088.5,11513.9,73.6,19.9,93.5
2015,8,commercial,Business,,1489.3,1307.3,62.0,21.7,83.7
2015,8,property,Business,,425.1,336.1,66.3,31.82,98.12
2015,8,companywide,Total,,14002.5,13156.9,72.2,20.4,92.6
2015,9,agency,Agency,,7084.0,6805.5,72.6,19.5,92.1
2015,9,direct,Direct,,6481.9,6056.7,74.9,20.4,95.3
2015,9,personal_total,Total,,13565.9,12862.2,73.7,19.9,93.6
2015,9,commercial,Business,,1663.7,1467.0,62.0,21.7,83.7
2015,9,property,Business,,496.3,403.9,63.4,32.12,95.52
2015,9,companywide,Total,,15725.5,14732.7,72.2,20.5,92.7
2015,10,agency,Agency,,7952.3,7688.4,72.8,19.6,92.4
2015,10,direct,Direct,,7273.2,6868.4,75.0,20.4,95.4
2015,10,personal_total,Total,,15225.5,14556.8,73.8,20.0,93.8
2015,10,commercial,Business,,1883.2,1669.4,61.8,21.8,83.6
2015,10,property,Business,,563.2,472.7,62.9,32.12,95.02
2015,10,companywide,Total,,17671.5,16698.5,72.3,20.5,92.8
2015,11,agency,Agency,,8615.2,8397.9,72.8,19.6,92.4
2015,11,direct,Direct,,7895.7,7524.5,75.1,20.2,95.3
2015,11,personal_total,Total,,16510.9,15922.4,73.9,19.9,93.8
2015,11,commercial,Business,,2036.6,1833.1,61.7,21.7,83.4
2015,11,property,Business,,624.5,540.0,64.5,32.52,97.02
2015,11,companywide,Total,,19171.6,18295.1,72.4,20.4,92.8
2015,12,agency,Agency,,9230.1,9108.6,72.6,19.6,92.2
2015,12,direct,Direct,,8473.5,8185.9,75.0,20.1,95.1
2015,12,personal_total,Total,,17703.6,17294.5,73.7,19.8,93.5
2015,12,commercial,Business,,2171.2,1995.9,62.4,21.7,84.1
2015,12,property,Business,,689.6,609.1,57.33,32.63,89.93
2015,12,companywide,Total,,20564.0,19899.1,72.1,20.4,92.5
2016,2,agency,Agency,,1702.5,1614.0,72.3,19.3,91.6
2016,2,direct,Direct,,1716.7,1519.5,75.3,21.1,96.4
2016,2,personal_total,Total,,3419.2,3133.5,73.7,20.2,93.9
2016,2,commercial,Business,,437.8,375.7,64.4,22.0,86.4
2016,2,property,Business,,102.3,132.0,60.8,34.42,95.22
2016,2,companywide,Total,,3959.3,3641.2,72.3,20.9,93.2
2016,3,agency,Agency,,2495.6,2347.9,73.2,19.5,92.7
2016,3,direct,Direct,,2490.2,2220.7,75.4,21.0,96.4
2016,3,personal_total,Total,,4985.8,4568.6,74.3,20.2,94.5
2016,3,commercial,Business,,661.5,548.8,66.4,22.5,88.9
2016,3,property,Business,,171.1,200.0,77.9,34.32,112.22
2016,3,companywide,Total,,5818.4,5317.4,73.6,21.0,94.6
2016,4,agency,Agency,,3514.7,3275.0,74.3,19.4,93.7
2016,4,direct,Direct,,3435.9,3111.1,76.3,20.6,96.9
2016,4,personal_total,Total,,6950.6,6386.1,75.3,20.0,95.3
2016,4,commercial,Business,,954.9,771.3,67.0,22.4,89.4
2016,4,property,Business,,238.6,265.4,88.8,34.72,123.52
2016,4,companywide,Total,,8144.1,7422.8,74.9,20.8,95.7
2016,5,agency,Agency,,4267.0,4019.7,74.9,19.5,94.4
2016,5,direct,Direct,,4141.1,3830.0,76.5,20.4,96.9
2016,5,personal_total,Total,,8408.1,7849.7,75.7,19.9,95.6
2016,5,commercial,Business,,1169.4,954.7,67.3,22.4,89.7
2016,5,property,Business,,314.9,333.0,80.9,34.32,115.22
2016,5,companywide,Total,,9892.4,9137.4,75.0,20.7,95.7
2016,6,agency,Agency,,5038.1,4771.2,75.0,19.6,94.6
2016,6,direct,Direct,,4855.8,4555.5,76.4,20.2,96.6
2016,6,personal_total,Total,,9893.9,9326.7,75.7,19.9,95.6
2016,6,commercial,Business,,1385.6,1142.2,69.2,22.7,91.9
2016,6,property,Business,,473.5,410.3,74.5,34.82,109.32
2016,6,companywide,Total,,11753.0,10879.2,74.9,20.8,95.7
2016,7,agency,Agency,,6016.0,5716.0,75.3,19.6,94.9
2016,7,direct,Direct,,5823.9,5468.4,76.7,19.9,96.6
2016,7,personal_total,Total,,11839.9,11184.4,76.0,19.7,95.7
2016,7,commercial,Business,,1635.8,1380.3,70.6,22.5,93.1
2016,7,property,Business,,553.7,487.0,75.7,34.52,110.22
2016,7,companywide,Total,,14029.4,13051.7,75.4,20.6,96.0
2016,8,agency,Agency,,6825.5,6477.5,75.5,19.6,95.1
2016,8,direct,Direct,,6626.2,6204.4,77.0,19.8,96.8
2016,8,personal_total,Total,,13451.7,12681.9,76.2,19.7,95.9
2016,8,commercial,Business,,1850.0,1574.6,72.1,22.2,94.3
2016,8,property,Business,,638.4,563.1,74.8,33.82,108.62
2016,8,companywide,Total,,15940.1,14819.6,75.7,20.5,96.2
2016,9,agency,Agency,,7628.4,7245.5,75.5,19.6,95.1
2016,9,direct,Direct,,7401.6,6946.7,77.0,19.6,96.6
2016,9,personal_total,Total,,15030.0,14192.2,76.2,19.6,95.8
2016,9,commercial,Business,,2055.5,1772.4,72.4,22.1,94.5
2016,9,property,Business,,716.5,638.0,70.7,33.62,104.32
2016,9,companywide,Total,,17802.0,16602.6,75.6,20.4,96.0
2016,10,agency,Agency,,8633.0,8216.2,75.7,19.6,95.3
2016,10,direct,Direct,,8333.1,7883.0,77.3,19.1,96.4
2016,10,personal_total,Total,,16966.1,16099.2,76.5,19.3,95.8
2016,10,commercial,Business,,2304.2,2021.3,72.5,21.9,94.4
2016,10,property,Business,,790.9,714.3,74.6,33.62,108.22
2016,10,companywide,Total,,20061.2,18834.8,76.0,20.2,96.2
2016,11,agency,Agency,,9384.7,9001.0,75.6,19.6,95.2
2016,11,direct,Direct,,9040.7,8637.6,77.1,18.9,96.0
2016,11,personal_total,Total,,18425.4,17638.6,76.3,19.3,95.6
2016,11,commercial,Business,,2459.2,2222.1,72.0,21.8,93.8
2016,11,property,Business,,859.9,787.8,69.9,33.62,103.52
2016,11,companywide,Total,,21744.5,20648.5,75.6,20.1,95.7
2016,12,agency,Agency,,10107.6,9791.7,75.3,19.7,95.0
2016,12,direct,Direct,,9711.9,9396.5,76.8,18.8,95.6
2016,12,personal_total,Total,,19819.5,19188.2,76.1,19.2,95.3
2016,12,commercial,Business,,2598.3,2421.3,71.9,21.7,93.6
2016,12,property,Business,,935.7,864.5,63.2,33.02,96.22
2016,12,companywide,Total,,23353.5,22474.0,75.1,20.0,95.1
2017,2,agency,Agency,,1927.7,1805.7,69.7,19.6,89.3
2017,2,direct,Direct,,1947.9,1734.3,71.8,20.1,91.9
2017,2,personal_total,Total,,3875.6,3540.0,70.8,19.8,90.6
2017,2,commercial,Business,,437.1,446.4,65.8,21.6,87.4
2017,2,property,Business,,130.5,147.5,46.2,39.12,85.32
2017,2,companywide,Total,,4443.2,4133.9,69.3,20.7,90.0
2017,3,agency,Agency,,2820.7,2631.5,70.7,19.8,90.5
2017,3,direct,Direct,,2792.6,2523.7,72.6,20.5,93.1
2017,3,personal_total,Total,,5613.3,5155.2,71.7,20.1,91.8
2017,3,commercial,Business,,660.9,645.5,67.6,22.0,89.6
2017,3,property,Business,,216.8,226.0,59.3,37.32,96.62
2017,3,companywide,Total,,6491.0,6026.7,70.7,21.0,91.7
2017,4,agency,Agency,,3998.7,3679.9,69.8,19.6,89.4
2017,4,direct,Direct,,3880.0,3533.7,72.0,20.0,92.0
2017,4,personal_total,Total,,7878.7,7213.6,70.9,19.8,90.7
2017,4,commercial,Business,,1010.9,897.3,68.0,22.2,90.2
2017,4,property,Business,,305.4,304.1,61.6,36.22,97.82
2017,4,companywide,Total,,9195.0,8415.0,70.3,20.6,90.9
2017,5,agency,Agency,,4863.6,4527.9,70.9,19.6,90.5
2017,5,direct,Direct,,4678.8,4350.9,73.4,19.7,93.1
2017,5,personal_total,Total,,9542.4,8878.8,72.2,19.6,91.8
2017,5,commercial,Business,,1263.1,1105.0,68.9,22.1,91.0
2017,5,property,Business,,402.7,385.0,61.6,36.32,97.92
2017,5,companywide,Total,,11208.2,10368.8,71.4,20.5,91.9
2017,6,agency,Agency,,5737.1,5384.0,71.9,19.6,91.5
2017,6,direct,Direct,,5474.3,5173.7,73.8,19.7,93.5
2017,6,personal_total,Total,,11211.4,10557.7,72.8,19.7,92.5
2017,6,commercial,Business,,1518.0,1317.2,68.5,22.1,90.6
2017,6,property,Business,,507.7,465.1,61.5,36.03,97.53
2017,6,companywide,Total,,13237.1,12340.0,72.0,20.5,92.5
2017,7,agency,Agency,,6892.6,6464.6,71.7,19.6,91.3
2017,7,direct,Direct,,6620.7,6214.2,73.1,19.6,92.7
2017,7,personal_total,Total,,13513.3,12678.8,72.4,19.6,92.0
2017,7,commercial,Business,,1828.0,1587.4,68.8,22.0,90.8
2017,7,property,Business,,604.5,549.6,62.3,35.72,98.02
2017,7,companywide,Total,,15945.8,14815.8,71.6,20.5,92.1
2017,8,agency,Agency,,7827.0,7338.4,73.4,19.6,93.0
2017,8,direct,Direct,,7537.7,7054.9,74.1,19.6,93.7
2017,8,personal_total,Total,,15364.7,14393.3,73.7,19.6,93.3
2017,8,commercial,Business,,2083.2,1807.0,70.1,21.9,92.0
2017,8,property,Business,,709.7,635.1,65.9,35.52,101.42
2017,8,companywide,Total,,18157.6,16835.4,73.1,20.4,93.5
2017,9,agency,Agency,,8765.9,8224.0,74.1,19.5,93.6
2017,9,direct,Direct,,8461.5,7908.5,74.4,19.7,94.1
2017,9,personal_total,Total,,17227.4,16132.5,74.3,19.6,93.9
2017,9,commercial,Business,,2343.7,2031.2,69.8,22.0,91.8
2017,9,property,Business,,808.4,720.3,73.4,34.62,108.02
2017,9,companywide,Total,,20379.5,18884.0,73.8,20.4,94.2
2017,10,agency,Agency,,9954.4,9347.7,73.7,19.4,93.1
2017,10,direct,Direct,,9586.5,8994.7,74.2,19.7,93.9
2017,10,personal_total,Total,,19540.9,18342.4,74.0,19.5,93.5
2017,10,commercial,Business,,2692.5,2320.0,70.8,21.9,92.7
2017,10,property,Business,,904.3,809.3,73.7,34.82,108.52
2017,10,companywide,Total,,23137.7,21471.7,73.6,20.4,94.0
2017,11,agency,Agency,,10829.9,10257.4,73.3,19.5,92.8
2017,11,direct,Direct,,10426.9,9875.8,74.1,19.6,93.7
2017,11,personal_total,Total,,21256.8,20133.2,73.7,19.6,93.3
2017,11,commercial,Business,,2908.1,2555.1,70.6,22.0,92.6
2017,11,property,Business,,994.9,896.9,72.1,34.42,106.52
2017,11,companywide,Total,,25159.8,23585.2,73.3,20.4,93.7
2017,12,agency,Agency,,11685.4,11177.6,73.0,19.5,92.5
2017,12,direct,Direct,,11243.0,10769.6,74.1,19.6,93.7
2017,12,personal_total,Total,,22928.4,21947.2,73.6,19.5,93.1
2017,12,commercial,Business,,3112.7,2793.9,70.3,22.0,92.3
2017,12,property,Business,,1091.0,988.8,70.8,34.32,105.12
2017,12,companywide,Total,,27132.1,25729.9,73.1,20.3,93.4
2018,2,agency,Agency,,2265.4,2100.2,67.3,19.0,86.3
2018,2,direct,Direct,,2345.8,2061.5,69.3,20.5,89.8
2018,2,personal_total,Total,,4611.2,4161.7,68.4,19.7,88.1
2018,2,commercial,Business,,641.1,547.3,63.5,21.0,84.5
2018,2,property,Business,,177.8,185.3,48.9,36.51,85.41
2018,2,companywide,Total,,5430.1,4894.3,67.1,20.5,87.6
2018,3,agency,Agency,,3335.3,3063.8,67.5,19.1,86.6
2018,3,direct,Direct,,3409.5,3016.3,69.6,20.5,90.1
2018,3,personal_total,Total,,6744.8,6080.1,68.6,19.8,88.4
2018,3,commercial,Business,,926.9,808.6,67.4,20.9,88.3
2018,3,property,Business,,297.1,285.3,55.1,34.91,90.01
2018,3,companywide,Total,,7968.8,7174.0,67.9,20.5,88.4
2018,4,agency,Agency,,4704.2,4291.6,68.0,19.1,87.1
2018,4,direct,Direct,,4721.0,4236.3,69.8,20.4,90.2
2018,4,personal_total,Total,,9425.2,8527.9,68.9,19.7,88.6
2018,4,commercial,Business,,1352.4,1143.3,67.3,20.6,87.9
2018,4,property,Business,,418.1,385.7,60.4,35.51,95.91
2018,4,companywide,Total,,11195.7,10056.9,68.4,20.4,88.8
2018,5,agency,Agency,,5706.4,5285.7,68.0,19.2,87.2
2018,5,direct,Direct,,5692.3,5225.6,69.8,20.4,90.2
2018,5,personal_total,Total,,11398.7,10511.3,68.9,19.8,88.7
2018,5,commercial,Business,,1658.8,1414.6,67.2,20.5,87.7
2018,5,property,Business,,551.0,490.6,65.4,36.61,102.01
2018,5,companywide,Total,,13608.5,12416.5,68.6,20.5,89.1
2018,6,agency,Agency,,6719.9,6289.5,68.6,19.2,87.8
2018,6,direct,Direct,,6677.8,6228.1,70.3,20.3,90.6
2018,6,personal_total,Total,,13397.7,12517.6,69.4,19.8,89.2
2018,6,commercial,Business,,1972.1,1692.9,68.0,20.5,88.5
2018,6,property,Business,,694.3,597.7,68.0,35.91,103.91
2018,6,companywide,Total,,16064.1,14808.2,69.2,20.5,89.7
2018,7,agency,Agency,,8063.0,7554.7,68.4,19.2,87.6
2018,7,direct,Direct,,8086.0,7497.1,70.1,20.3,90.4
2018,7,personal_total,Total,,16149.0,15051.8,69.3,19.7,89.0
2018,7,commercial,Business,,2373.0,2048.1,68.2,20.3,88.5
2018,7,property,Business,,827.9,709.5,68.1,35.51,103.61
2018,7,companywide,Total,,19349.9,17809.4,69.1,20.4,89.5
2018,8,agency,Agency,,9122.8,8576.6,68.7,19.2,87.9
2018,8,direct,Direct,,9166.7,8525.0,70.4,20.4,90.8
2018,8,personal_total,Total,,18289.5,17101.6,69.6,19.8,89.4
2018,8,commercial,Business,,2684.2,2338.2,68.5,20.3,88.8
2018,8,property,Business,,967.5,822.8,68.1,35.11,103.21
2018,8,companywide,Total,,21941.2,20262.6,69.4,20.5,89.9
2018,10,agency,Agency,,11594.8,10909.7,69.6,19.2,88.8
2018,10,direct,Direct,,11632.8,10882.2,70.9,20.4,91.3
